FIPS,city,name,State,area_land,pop_white,pop_black,pop_native,pop_asian,pop_hawaiian,pop_other_race,pop_two_races,average_household_size,pop_over_25,educ_less_hs,educ_hs,educ_some_college,educ_ba,educ_ma,educ_prof_school,educ_doctorate,hs_droput,hs_enrolled,pop_16_over,labor_force,unemployed,not_in_labor_force,total_employed,total_households,income_less_10000,"income_$10,000_$14,999","income $15,000 to $19,999","income $20,000 to $24,999","income $25,000 to $29,999","income $30,000 to $34,999","income$35,000 to $39,999","income $40,000 to $44,999","income$45,000 to $49,999","income $50,000 to $59,999","income $60,000 to $74,999","income $75,000 to $99,999","income $100,000 to $124,999","income $125,000 to $149,999","income  $150,000 to $199,999","income $200,000 or More",median_household_income,median_income_black,median_income_black,median_income_asian,median_income_pacific_island,median_income_other_race,median_income_two_races,median_income_hispanic,median_income_white,per_capita_income,gini_index,Owner Occupied Housing Units,owner_housing_white,owner_housing_non_white,Median Gross Rent,avg_rent,paying_30_home,paying_at_least_50,avg_commute,poverty_overall,poverty_male,poverty_female
12140,Auburn,"Auburn, IN Micro Area",IN,362.8325568,41541,114,35,141,0,131,742,2.52,28705,2800,12002,8821,3481,1344,174,83,99,2256,33598,22395,1021,11203,21374,16789,770,608,789,891,1049,1031,873,923,772,1758,2103,2318,1357,534,560,453,53808,,,83472,,,41591,51375,53882,27036,0.4132,12860,12454,406,686,641.5372868,2028,673,20,4536,1823,2713
12180,Auburn,"Auburn, NY Micro Area",NY,691.5825587,71522,3361,235,399,0,552,1799,2.35,55526,6812,18306,18015,7451,4100,560,282,282,3712,64367,38590,2084,25777,36489,31251,1597,1532,1547,1376,1735,1560,1622,1749,1267,2453,3665,4176,3025,1786,1304,857,56579,29821,41875,94464,,24231,56406,33125,57605,29022,0.4267,22189,21718,471,747,736.0406091,4315,1664,23,8563,3910,4653
12220,Auburn-Opelika,"Auburn-Opelika, AL Metro Area",AL,607.5506636,111986,36675,226,6577,18,861,2944,2.58,94988,9049,22855,30707,18645,9311,1825,2596,300,11109,128804,78041,4411,50763,72956,59373,7215,3662,3347,3468,2774,2667,2327,2712,2457,4133,5201,6629,4648,2646,3062,2425,48056,30862,,53103,,,34464,44138,56733,26960,0.5081,35821,27013,8808,831,839.1813859,6606,2747,22,32815,14850,17965
12260,Augusta-Richmond County,"Augusta-Richmond County, GA-SC Metro Area",GA,3480.64985,347410,211628,1619,11673,709,6776,14485,2.69,399302,53746,123027,121565,62827,25560,7216,5361,1367,30115,471087,279852,21024,191235,249132,214489,17985,12116,11973,11245,11291,11161,9920,10439,9084,16219,21712,26756,16697,10129,10431,7331,51104,35767,37104,64653,,42563,53606,48066,61351,26335,0.4638,143066,96619,46447,840,818.7656637,27772,10695,24,100412,43546,56866
12300,Augusta-Waterville,"Augusta-Waterville, ME Micro Area",ME,867.4692114,116510,1045,666,1153,97,150,1924,2.29,87317,7220,28737,27738,14553,6490,1176,1403,139,5820,100587,62038,3037,38549,58919,51542,3261,2611,2904,2815,2873,3033,2824,2335,1993,4136,5514,7087,4044,2516,2030,1566,52929,23438,35833,42958,,2499,32031,47533,53463,29084,0.4372,36443,35239,1204,744,704.43738,7298,2547,24,15626,7051,8575
12380,Austin,"Austin, MN Micro Area",MN,711.3285035,34984,1425,67,1230,156,862,878,2.51,26598,3473,8400,8952,3917,1216,337,303,261,1749,30794,20043,896,10751,19147,15502,533,936,965,1047,786,801,736,819,728,1067,1748,2030,1313,678,749,566,53665,42119,,38068,,55139,,40223,57452,29116,0.4485,11403,10526,877,709,715.1256404,2026,696,18,4987,2424,2563
12420,Austin-Round Rock,"Austin-Round Rock, TX Metro Area",TX,4221.586077,1578653,150694,9497,117305,1124,130815,70263,2.72,1368803,141467,261414,364510,387378,154549,33469,26016,3831,104789,1622868,1140730,49436,482138,1089708,742689,36674,21519,21754,26185,28786,28550,28043,29786,26987,56262,75720,98373,79106,52577,59878,72489,73213,52050,55263,95800,69891,50896,65202,55522,83936,37759,0.4617,431612,291978,139634,1217,1273.198276,96310,36607,27,234467,106706,127761
12460,Bainbridge,"Bainbridge, GA Micro Area",GA,597.1717923,14060,11165,19,90,0,1295,204,2.53,17797,3272,6428,5505,1509,766,177,140,74,1443,20981,10286,555,10695,9645,10153,1645,697,841,532,522,475,476,581,506,759,890,920,422,323,313,251,39148,28981,,,,,,31172,44927,20397,0.5091,5761,3899,1862,660,617.7140255,1291,532,23,6449,2558,3891
12540,Bakersfield,"Bakersfield, CA Metro Area",CA,8132.2598,663592,48179,9488,41842,1698,87118,31136,3.18,532100,139584,147239,159525,57030,20614,5098,3010,1593,50712,652959,380151,39056,272808,339384,267913,17667,15647,14308,15722,14994,13635,14003,12039,10696,20655,26957,30489,22739,12574,14736,11052,52479,36439,51071,71620,67656,48878,52194,43662,63483,22553,0.4645,155395,81795,73600,956,993.1806467,43075,16615,23,187232,83444,103788
12580,Baltimore-Columbia-Towson,"Baltimore-Columbia-Towson, MD Metro Area",MD,2601.461913,1690281,814166,6411,152662,1561,42878,85291,2.61,1925890,179498,491068,495192,425220,238360,55488,41064,4295,134150,2245696,1502574,82496,743122,1401968,1043798,56832,33958,34098,33478,34753,35877,34996,36890,33879,71888,94220,134625,111156,82665,102438,112045,78686,53918,53165,95402,88934,63515,73801,70576,92346,39765,0.4553,693241,496683,196558,1259,1260.695978,163809,64311,31,283441,122952,160489
12620,Bangor,"Bangor, ME Metro Area",ME,3397.192673,143791,1370,1731,1581,63,341,2871,2.36,107392,9046,36073,33132,18433,7318,1691,1699,208,8727,127262,77111,4194,50151,72687,61578,4665,3988,4068,3407,3282,3411,3141,2756,2359,5243,6017,7960,4916,2502,2015,1848,49374,40054,22462,75469,,64083,32036,52750,49827,27289,0.454,42921,41577,1344,778,765.6268425,8752,3390,22,22744,10419,12325
12660,Baraboo,"Baraboo, WI Micro Area",WI,831.5429539,60031,513,695,416,10,752,1179,2.4,44239,4126,15237,14333,7256,2459,464,364,221,2836,50731,35217,1143,15514,34048,26178,1045,1056,1495,1216,1472,1588,1195,1269,1073,2320,2888,3885,2575,1230,1143,728,56732,,53750,53542,,67330,44375,65385,56807,29608,0.415,18015,17367,648,780,766.4829107,4184,1585,22,6520,2727,3793
12680,Bardstown,"Bardstown, KY Micro Area",KY,417.5135205,41391,2252,51,275,0,534,885,2.56,30492,3290,11805,10161,3158,1500,364,214,34,2271,35586,23132,1311,12454,21821,17491,819,842,1020,802,915,835,812,831,614,1615,2184,2477,1831,732,561,601,57469,53010,,,,,68611,,58146,31387,0.4828,13405,12614,791,703,665.2961331,2600,792,26,4899,2036,2863
12700,Barnstable Town,"Barnstable Town, MA Metro Area",MA,394.2290265,196442,6341,1137,3228,166,2116,4260,2.24,165336,7448,40194,46899,40509,22104,4505,3677,443,8440,185069,110790,5207,74279,105075,94292,3276,3521,3541,4063,3962,3923,3898,3396,3798,6720,10008,12792,9845,7231,6936,7382,70621,53707,44737,94583,,50000,59879,81434,71308,42578,0.4589,74991,71462,3529,1268,1143.41744,24599,10410,23,14799,6230,8569
12740,Barre,"Barre, VT Micro Area",VT,687.0413052,56069,493,199,462,27,88,1139,2.26,41815,2741,11410,10325,9782,5242,1437,878,164,2888,48546,32562,1124,15984,31374,24865,1333,1301,948,1243,1063,1125,935,1211,930,1938,2675,3652,2455,1547,1381,1128,62108,12434,45677,58536,,,57708,47356,63264,34033,0.4368,17604,16994,610,907,879.9476656,4984,2067,23,6407,2962,3445
12780,Bartlesville,"Bartlesville, OK Micro Area",OK,415.4535511,40278,1359,5665,1076,20,568,3035,2.48,35529,3300,12036,10037,6966,2317,359,514,93,2353,40913,23891,1172,17022,22712,20667,1235,1147,1203,1194,1307,1139,1114,943,742,1647,2200,2328,1524,863,958,1123,52103,29948,47143,94000,,41736,46053,46184,53328,30267,0.4836,14633,11968,2665,708,708.7338416,2359,882,18,7072,3056,4016
12820,Bastrop,"Bastrop, LA Micro Area",LA,794.9303364,12857,12793,11,131,0,98,102,2.58,17299,3518,7641,3891,1899,193,123,34,134,1213,20460,9822,534,10638,9279,9758,1596,795,768,761,582,559,580,393,434,729,794,801,453,211,113,189,33333,20555,,43125,,,,16250,45865,19399,0.5129,6538,4311,2227,596,500.9937888,976,385,23,7162,2961,4201
12860,Batavia,"Batavia, NY Micro Area",NY,492.936758,53404,1304,510,477,0,997,1420,2.42,41265,3277,15105,13992,5202,3043,429,217,56,2770,47724,31368,1468,16356,29897,23681,1241,1354,929,1111,1002,1257,1030,1147,899,1979,2623,3783,2163,1377,1125,661,59338,28750,43971,159196,,32028,31449,31926,62709,29465,0.4073,17201,16495,706,746,699.1820988,3127,1083,22,6501,2907,3594
12900,Batesville,"Batesville, AR Micro Area",AR,763.9539457,34252,693,76,236,7,1007,993,2.54,25151,3577,9016,7804,3048,1279,219,208,32,1923,29311,16340,793,12971,15547,14268,807,1126,983,921,993,1048,684,790,600,1285,1551,1548,740,454,437,301,43523,,,42550,,31362,33803,31370,45905,23426,0.45,10291,9506,785,633,545.0339452,1658,753,19,6254,2684,3570
12940,Baton Rouge,"Baton Rouge, LA Metro Area",LA,4026.936217,492514,293907,1640,16180,174,9857,15370,2.67,536976,66592,172315,149117,96794,35542,9525,7091,1952,45236,655223,415699,25827,239524,389273,301463,24146,14422,15312,14803,15361,14027,11868,12656,12135,22188,27817,35043,27684,17795,19264,16942,56913,37478,67764,68574,,39135,43711,51727,71801,30015,0.4763,204843,144283,60560,904,895.3363693,35706,14735,27,130086,55885,74201
12980,Battle Creek,"Battle Creek, MI Metro Area",MI,706.2574066,110011,14321,939,3095,20,646,5441,2.43,91073,8123,33106,30526,12903,4977,798,640,192,6879,106909,63224,4422,43685,58671,53659,4003,3175,3163,3048,3520,3158,2587,2916,2439,4779,5803,5897,3902,2170,1679,1420,47426,27051,50208,49018,,43393,37366,38011,52111,25652,0.4435,37280,32684,4596,738,747.7990109,7632,3151,20,22073,10149,11924
13020,Bay City,"Bay City, MI Metro Area",MI,442.2403687,99253,1779,410,631,0,367,2346,2.35,74892,7778,26000,26941,9600,3459,776,338,260,4559,85860,50245,3483,35615,46741,43891,3156,2583,2251,2574,2874,2533,2265,2606,1923,3909,4594,5359,3009,2008,1313,934,48005,36027,76275,108162,,32688,33150,35969,49064,26644,0.4387,34103,32246,1857,655,655.3432775,7057,2625,22,16577,7869,8708
13060,Bay City,"Bay City, TX Micro Area",TX,1092.895652,26782,3595,141,710,53,4464,998,2.67,24144,5250,7643,7223,2881,872,174,101,25,1911,28441,16914,1181,11527,15709,13636,1610,906,755,693,878,606,490,815,614,881,1470,1588,733,677,427,493,45500,25298,38750,28503,,41451,,43286,58686,24376,0.4792,9313,5449,3864,815,780.7078418,1997,1125,22,7293,3201,4092
13100,Beatrice,"Beatrice, NE Micro Area",NE,851.4615265,20847,160,152,125,23,117,171,2.29,15300,1571,5384,5249,2251,613,125,107,8,966,17341,11399,383,5942,11016,9160,458,505,505,498,394,779,465,463,398,841,936,1229,716,401,376,196,51662,,,50714,,,61250,66250,51470,28438,0.4123,6277,6153,124,645,628.9628859,1065,321,20,2079,823,1256
13140,Beaumont-Port Arthur,"Beaumont-Port Arthur, TX Metro Area",TX,3034.417642,284800,99448,1263,10994,114,5917,7157,2.59,272894,39794,95820,88938,33928,10601,2099,1714,960,20700,322063,181779,10013,140284,171516,151354,13014,8614,8003,8680,7847,8289,6974,6958,5881,11698,14174,16857,12084,8476,8093,5712,51094,31958,56250,59637,56250,47952,71653,48704,61439,26969,0.4756,102573,71558,31015,827,772.1571923,16851,6896,22,65158,27512,37646
13180,Beaver Dam,"Beaver Dam, WI Micro Area",WI,875.7079029,81999,2412,266,564,25,837,1673,2.41,62894,5675,26242,20596,7317,2260,536,268,107,3620,71474,46569,1982,24905,44570,34605,1318,1340,1654,1429,1816,1914,1753,2160,1549,2633,3940,6094,3433,1689,1122,761,58870,35161,95197,,,53333,63750,46875,59485,28543,0.3972,24133,23427,706,799,796.552712,4970,1662,23,7217,3058,4159
13220,Beckley,"Beckley, WV Metro Area",WV,1266.970726,108404,8046,394,738,28,646,2102,2.36,86340,13290,35577,22675,9680,4091,514,513,283,5065,98305,48236,3673,50069,44530,48914,4025,3605,3803,3444,3194,2847,2760,2362,2184,4389,4472,4985,3325,1538,1172,809,41471,34878,,,,61512,50118,55511,41518,23179,0.4523,37118,34699,2419,656,554.9084435,5603,2157,27,21329,9164,12165
13260,Bedford,"Bedford, IN Micro Area",IN,449.1785939,44038,163,263,206,17,217,715,2.43,32142,3688,13939,9519,3110,1529,196,161,124,2051,36711,21529,1050,15182,20460,18487,1078,1165,969,999,908,973,1002,985,824,1702,2346,2673,1413,625,492,333,52092,,15682,97500,,,,36518,52781,25590,0.4067,14344,14092,252,684,597.1276853,2659,951,23,5288,2359,2929
13300,Beeville,"Beeville, TX Micro Area",TX,880.2394204,28554,2610,213,147,4,522,641,2.92,22241,5851,7751,6380,1376,559,195,129,120,1551,26632,10374,925,16258,9449,8537,1002,575,657,447,418,506,505,342,564,593,876,668,526,301,286,271,42032,40946,50341,,,21652,,39442,46442,17390,0.498,5449,2428,3021,913,763.7953368,1133,463,21,5403,2408,2995
13340,Bellefontaine,"Bellefontaine, OH Micro Area",OH,458.4439588,42913,761,70,389,3,111,1060,2.4,31078,2705,15215,8176,3405,1328,176,73,245,2233,36068,22588,1103,13480,21477,18654,1256,975,790,883,886,963,922,995,754,1656,2072,2686,1814,1000,634,368,55150,33935,37045,14766,,,49500,,55933,27840,0.42,13605,13155,450,733,651.5745692,2317,909,22,5984,2468,3516
13380,Bellingham,"Bellingham, WA Metro Area",WA,2107.897359,181943,2212,6537,8977,619,6978,9546,2.49,142652,11004,33282,50020,31589,11535,2867,2355,193,12448,178886,112346,7063,66540,105049,85008,5890,3444,3784,3922,4097,4220,3451,3566,3262,7267,9519,11818,7290,4576,5262,3640,59285,,35625,62756,27065,39846,45571,38253,61654,30586,0.4463,52715,47151,5564,1015,1079.692193,13676,5201,21,31741,14738,17003
13420,Bemidji,"Bemidji, MN Micro Area",MN,2504.704732,33707,524,9547,373,27,50,1889,2.54,28164,2437,7906,9914,4878,1946,506,577,192,2626,35538,22884,1768,12654,21100,17271,1239,1259,794,1009,989,858,1049,1025,817,1347,1707,2091,1351,746,539,451,47410,23667,30995,40197,,53438,42969,43359,53223,24781,0.4512,11602,9977,1625,737,747.239372,2288,893,19,8054,3740,4314
13460,Bend-Redmond,"Bend-Redmond, OR Metro Area",OR,3017.599056,168883,1044,820,2223,110,2328,5232,2.47,130615,8452,29183,48306,28547,11277,2890,1960,434,7234,147287,92878,4792,54409,88057,72471,3202,2758,2405,3322,3950,3200,3330,3492,2929,5600,8427,10743,6705,4144,4161,4103,63680,,68054,60865,24294,42857,61528,53189,64526,34187,0.4462,47606,44783,2823,1130,1158.439574,13035,5398,19,19503,8853,10650
13500,Bennettsville,"Bennettsville, SC Micro Area",SC,479.8737291,11249,13735,810,80,0,199,1058,2.52,19348,4662,8001,4871,1136,580,68,30,82,1306,22426,11083,1431,11343,9616,9584,1332,963,928,528,540,602,608,554,426,691,872,826,342,140,99,133,34203,29921,21500,41063,,,67731,10676,40359,17034,0.4676,6303,3220,3083,556,477.2020725,1146,505,24,6264,2441,3823
13540,Bennington,"Bennington, VT Micro Area",VT,674.9965977,34393,230,62,390,15,107,723,2.31,25587,2079,7495,6868,5562,2532,644,407,29,1780,29847,18315,781,11532,17534,14927,840,761,718,812,788,772,767,758,722,1228,1518,1854,1186,770,677,756,53040,17197,,123307,,,46667,,53624,31896,0.4622,10948,10643,305,839,836.7680322,3483,1207,19,3892,1781,2111
13620,Berlin,"Berlin, NH-VT Micro Area",NH,2458.167868,36073,982,132,234,27,150,648,2.18,29158,3448,11946,8612,3429,1315,285,123,65,1475,32654,18348,999,14306,17311,16476,896,1237,984,1120,920,1114,949,1065,726,1476,1721,1747,992,684,472,373,44745,34625,,,,,30000,44191,45126,26150,0.435,11938,11737,201,719,680.1454385,2983,1182,22,4678,2273,2405
13660,Big Rapids,"Big Rapids, MI Micro Area",MI,555.1170245,40305,1250,166,332,7,129,1075,2.54,26807,2828,9700,8405,3476,1710,295,393,197,3647,36239,20039,1393,16200,18646,15858,1356,1144,963,1007,842,965,821,922,635,1419,1616,1855,927,549,471,366,44460,,,,,23990,53295,30625,45405,23182,0.4559,11623,11115,508,660,672.136954,2469,979,24,8582,4123,4459
13700,Big Spring,"Big Spring, TX Micro Area",TX,1801.009067,31189,2287,437,299,18,2700,1167,2.87,25846,5453,8565,8555,2318,729,179,47,77,1904,30657,16359,1066,14298,15257,11468,904,574,493,538,842,603,531,570,457,1102,903,1547,974,647,373,410,51961,27526,,,,42357,48778,41118,59231,24051,0.4802,7644,5118,2526,870,774.2154812,1050,459,19,5437,2405,3032
13720,Big Stone Gap,"Big Stone Gap, VA Micro Area",VA,741.3663384,54316,2511,51,313,15,66,703,2.39,41367,10170,13215,12406,3467,1525,363,221,57,2522,47641,20918,1839,26723,19047,22786,3038,2088,1804,1637,1408,1527,980,1245,896,1793,1899,1879,1201,563,415,413,34649,21364,,,,,,29671,34892,22048,0.5134,15279,15015,264,610,501.9981351,2632,1201,23,12557,5736,6821
13740,Billings,"Billings, MT Metro Area",MT,5855.594401,154044,1062,7090,1029,211,1011,4639,2.37,116263,7252,35186,37778,25309,7429,2193,1116,380,7237,133919,89628,3080,44291,86297,69893,3472,2783,3565,3766,3285,3680,3135,3154,3026,5696,8471,8986,6277,3515,3489,3593,58878,39706,46790,95106,37013,52891,43704,42100,60099,32955,0.4561,48209,45158,3051,860,899.6910164,10741,4024,19,16425,7148,9277
13780,Binghamton,"Binghamton, NY Metro Area",NY,1224.426393,214412,11499,483,8584,107,1894,6468,2.36,163689,15505,52628,50233,25740,14963,2652,1968,298,15150,201068,118028,7714,83040,110255,98639,6805,6201,5590,5157,5189,5167,4607,4142,4167,8083,9990,12563,8404,5170,4307,3097,52779,22411,19883,39500,37734,21282,42984,32024,55050,28467,0.4536,66754,63585,3169,762,789.6346244,12752,4797,20,36440,16276,20164
13820,Birmingham-Hoover,"Birmingham-Hoover, AL Metro Area",AL,5279.505937,755881,329444,2728,15980,288,23244,19489,2.55,783026,90957,221778,238168,145969,56776,18741,10637,2065,56062,912211,554996,35540,357215,518685,440651,33189,23952,23431,23077,21602,22567,19944,18923,16730,35040,42544,54272,37809,22474,22589,22508,54291,37807,51860,76176,120192,37067,44348,41586,63976,30024,0.4804,304576,228360,76216,860,834.585339,59495,24639,26,170174,74251,95923
13900,Bismarck,"Bismarck, ND Metro Area",ND,5375.304942,115937,2149,8507,761,51,661,2465,2.31,88288,6123,22476,31255,20793,5287,1458,896,310,5993,103124,73097,1837,30027,70935,54891,2766,2001,1828,2045,2209,2262,2024,2356,2364,3865,5901,8001,6099,4253,3844,3073,68474,40226,30652,61250,,58048,62353,43423,72904,37357,0.4418,37738,36301,1437,843,869.9877572,5362,1685,18,11713,5368,6345
13940,Blackfoot,"Blackfoot, ID Micro Area",ID,2093.788629,37653,122,2969,348,2,3052,1405,3.07,27164,3386,8153,10006,3921,1260,225,213,189,2522,32779,20620,893,12159,19674,14772,796,672,896,868,830,784,627,785,855,1326,1866,1873,1290,552,518,234,51288,,30669,53929,,36761,62593,44782,56127,21322,0.3951,11174,9165,2009,634,621.8732629,1880,633,22,5663,2809,2854
13980,Blacksburg-Christiansburg-Radford,"Blacksburg-Christiansburg-Radford, VA Metro Area",VA,1454.504839,161831,8424,458,7092,68,1297,3171,2.45,112613,11567,30957,31844,19995,11320,2069,4861,114,17506,156088,88628,4286,67460,83997,68913,6836,3684,3482,3792,3264,2927,3049,3187,2695,6696,6869,8461,5288,3170,2788,2725,52189,40844,33951,30851,,,22444,42220,53202,27231,0.4733,43402,40777,2625,857,882.2390341,7292,2567,22,34861,17998,16863
14010,Bloomington,"Bloomington, IL Metro Area",IL,1580.785085,159199,14694,309,8914,23,1887,4235,2.49,116459,5343,30585,31088,32439,12517,2064,2423,347,13366,152913,102379,3769,50534,98526,72822,5769,3094,2492,2937,2920,2930,2842,3054,2519,5458,7217,9624,6857,4964,5874,4271,64646,26987,95481,88036,,42813,47786,42500,67164,33304,0.4609,47728,43596,4132,820,877.568343,6974,2323,18,25953,11603,14350
14020,Bloomington,"Bloomington, IN Metro Area",IN,779.8177165,145568,4521,394,9626,19,804,5349,2.35,98190,8740,24569,25036,21027,12844,2173,3801,284,14873,141854,87614,5513,54240,82010,64232,7058,3655,3793,3273,3677,3056,3073,3285,2797,5019,6123,6746,4795,2997,2560,2325,47365,22083,45472,15214,,41167,30139,41056,50497,27042,0.4882,37280,35092,2188,882,932.1460374,6402,2611,21,35002,16691,18311
14100,Bloomsburg-Berwick,"Bloomsburg-Berwick, PA Metro Area",PA,613.3491893,79749,1544,88,1606,26,626,875,2.32,57276,5641,24496,12862,8564,3814,1081,818,407,5097,70842,40656,1745,30186,38893,34064,2751,1691,1878,1965,1870,2049,1623,1452,1462,2884,3748,4001,2484,1559,1474,1173,50947,30739,38810,67946,,71375,56250,52857,50984,27591,0.4602,23606,22975,631,758,752.1419009,4537,1605,22,10757,4646,6111
14140,Bluefield,"Bluefield, WV-VA Micro Area",WV,937.755968,94979,5146,256,664,59,98,1364,2.38,73628,12452,28196,19708,8627,3411,804,430,99,4652,84504,41009,2735,43495,38264,41924,3780,3051,3339,3102,2598,2996,1986,2701,1725,3346,4277,4121,2119,1289,808,686,40218,32500,,57337,,,30947,,40982,22455,0.4468,30599,29247,1352,649,565.7483444,5268,1934,23,18270,7540,10730
14180,Blytheville,"Blytheville, AR Micro Area",AR,900.5756011,25863,15070,28,236,25,861,748,2.49,27522,5305,10630,8066,2180,942,225,174,73,2456,32924,19118,1781,13806,17337,16888,1544,1399,1671,1144,1191,934,1083,986,753,1262,1321,1437,847,621,488,207,37237,29346,,,,37440,29813,29044,42926,20879,0.4622,9525,7129,2396,609,548.1325547,1771,627,18,10825,4627,6198
14220,Bogalusa,"Bogalusa, LA Micro Area",LA,669.5297862,31134,13987,139,69,6,322,800,2.57,31448,7126,13475,7158,2525,985,113,66,183,2333,36752,18752,2052,18000,16678,17337,2271,1784,1286,1337,1197,796,908,950,814,944,1543,1551,933,372,403,248,34985,24329,66250,,,43438,,43750,41676,18971,0.4773,11991,8873,3118,621,461.0362888,2347,982,32,11893,5039,6854
14260,Boise City,"Boise City, ID Metro Area",ID,11766.58311,616708,6985,5722,14011,1412,26946,22168,2.69,452892,38113,118812,155502,94900,32306,7314,5945,1228,38124,535507,344609,15939,190898,327393,253531,16428,10363,10735,13056,11160,13017,12795,12153,10649,22068,28679,32333,22760,13506,11904,11925,57105,40344,46125,66767,40433,43396,56326,43794,59375,28991,0.4584,174103,154675,19428,914,904.4795286,36009,13177,22,86152,40008,46144
14300,Bonham,"Bonham, TX Micro Area",TX,890.8346077,29964,2133,207,255,13,640,963,2.54,24052,3615,8622,7789,2635,1031,104,256,64,1501,27748,14133,659,13615,13461,12231,1005,577,619,670,676,666,610,685,501,1061,1178,1604,974,551,466,388,50761,25098,,16746,,57803,38832,50278,53875,24581,0.4382,8957,7927,1030,763,670.5253513,1574,664,30,3897,1845,2052
14340,Boone,"Boone, IA Micro Area",IA,571.5582312,25448,135,132,98,93,71,422,2.35,18468,1054,5965,6871,3308,836,222,212,23,1453,21482,14452,550,7030,13879,10940,469,356,367,537,568,552,567,477,556,893,1446,1627,1006,676,476,367,61111,,,,,,35879,42386,61406,31686,0.4076,8407,8213,194,732,748.7169364,1359,470,22,2078,847,1231
14380,Boone,"Boone, NC Micro Area",NC,312.4186089,50824,900,355,516,78,612,832,2.37,30984,3243,6294,8558,7440,3426,634,1389,34,6523,48016,27054,2009,20962,24966,20355,3031,1268,1118,904,1054,904,892,959,997,1359,1876,2170,1374,874,806,769,45268,39792,,,,31090,85268,30566,45894,24906,0.5047,12345,12110,235,807,856.7915106,2309,808,20,13155,6781,6374
14420,Borger,"Borger, TX Micro Area",TX,887.4204019,19040,494,369,91,122,561,894,2.98,14141,2052,4728,5414,1378,375,125,69,71,1164,16719,9568,573,7151,8995,7191,536,522,309,419,326,337,359,335,415,533,648,929,570,373,430,150,50651,29267,,34286,,54444,,46771,54205,24725,0.4345,5819,4817,1002,797,654.4460641,882,311,19,3264,1284,1980
14460,Boston-Cambridge-Newton,"Boston-Cambridge-Newton, MA-NH Metro Area",MA,3486.53768,3679379,392241,9001,374583,1476,199062,155990,2.55,3350161,286780,749667,731925,861679,499443,115211,105456,6336,256037,3958927,2731895,138155,1227032,2589477,1819113,94302,72573,60701,59280,54765,57445,51604,56423,50253,104660,151206,213896,188979,147420,192797,262809,85508,50573,49432,92890,85132,43477,65153,48282,94647,45416,0.4813,1121715,957159,164556,1404,1415.964342,309343,125085,31,456919,195235,261684
14500,Boulder,"Boulder, CO Metro Area",CO,726.3702535,284719,2827,1715,14979,185,6698,9907,2.46,209850,10380,25800,46104,69525,39118,8379,10544,525,21755,265772,182396,8716,83376,173653,125894,7507,4004,3847,3964,4782,4502,4247,4690,4088,8392,10556,15345,11665,9458,12708,16139,78642,49314,36890,90234,2499,50056,62796,49192,83417,43831,0.4802,78093,68810,9283,1411,1465.396121,16896,6885,23,38546,18674,19872
14540,Bowling Green,"Bowling Green, KY Metro Area",KY,1615.040811,146892,11960,454,4942,358,3159,4323,2.53,108494,15921,34598,30401,16694,7554,2039,1287,254,11898,137472,85184,4599,52288,80449,64721,5255,3944,3139,3908,3652,3341,3564,3367,2692,6002,6318,7955,4622,2783,2035,2144,49068,41632,,34613,28380,40921,41225,40856,50971,25827,0.4709,40584,37675,2909,743,733.0902763,7006,2612,22,29283,12565,16718
14580,Bozeman,"Bozeman, MT Micro Area",MT,2605.01509,98713,352,899,1469,11,677,2608,2.4,66579,2188,12497,19252,21081,7731,1681,2149,108,5943,85611,61825,2015,23786,59736,41985,2512,1618,1418,1902,1972,1614,2145,2101,1654,3542,4426,5506,4125,2425,2408,2617,61499,,31061,92500,,43854,37604,44401,62334,34331,0.4626,25731,24635,1096,1007,1027.384029,5913,2108,18,12023,6187,5836
14620,Bradford,"Bradford, PA Micro Area",PA,979.1813089,39500,1040,28,186,15,328,709,2.26,29589,2636,14154,7429,3380,1552,230,208,41,2272,34548,19611,1339,14937,18267,17169,1159,1001,1187,1203,986,882,803,926,934,1520,1879,2060,1150,661,407,411,46953,,,,,80729,41875,80885,46982,25517,0.4475,12656,12451,205,644,585.0210503,2062,725,22,6480,2910,3570
14660,Brainerd,"Brainerd, MN Micro Area",MN,3019.837633,85852,604,3974,445,13,129,1860,2.31,66498,4594,20780,25361,10502,3811,1004,446,133,3827,75004,44359,1586,30645,42649,39691,1983,2090,1977,2494,2161,2131,1963,2171,1805,3460,4510,5027,3327,1774,1532,1286,53001,36600,33722,66453,,,57292,61774,53964,30323,0.4483,30861,29532,1329,759,724.1902605,6929,2832,22,10776,4652,6124
14700,Branson,"Branson, MO Micro Area",MO,1096.383495,80823,731,842,521,49,1498,1783,2.39,61873,7520,20833,22118,7808,2654,600,340,262,4097,71559,39089,2379,32470,36706,35207,2115,1996,2790,2088,2240,2645,2005,2430,1649,3500,3491,3641,2054,1058,820,685,43206,48454,57572,,,37031,26394,30583,43638,24184,0.4365,23923,22902,1021,764,752.8979085,5218,1915,25,13074,5780,7294
